article_id,article_version,icd10_covered_group,"paragraph",last_updated,"icd10_covered_ast"
57056,44,3,"<p>It is the provider&#8217;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT/HCPCS codes: 75630 and G0278.</strong></p>",2025-10-03 12:29:20.220000000,""
57056,44,4,"<p>It is the provider&#8217;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 36216, 36217, 36218, 36221, 36222, 36223, 36224, 36225, 36226, 36227, 36228, 75600, 75605, 75710 and 75716.</strong></p>",2025-10-03 12:29:20.287000000,""
57060,11,1,"<p>The ICD-10-CM diagnosis codes in Group 1 below support the medical necessity of CPT code 95930 only.</p>",2025-09-15 17:51:30.757000000,""
57060,11,2,"<p>The ICD-10-CM diagnosis codes in Group 2 below support the medical necessity of CPT codes 92273, 92274 and 0509T.</p>",2025-09-15 17:51:30.990000000,""
57063,29,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 43233, 43235, 43236, 43237, 43238, 43239, 43241, 43243, 43244, 43245, 43246, 43247, 43248, 43249, 43250, 43251, 43253, 43254, 43255, 43266, and 43270.</strong></p>",2025-09-26 17:19:11.060000000,""
57064,9,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <span style=""font-weight: normal !msorm;""><strong>CPT/HCPCS codes:</strong></span> <span style=""font-weight: normal !msorm;""><strong>93925 and 93926.</strong></span></p>",2024-09-13 13:30:07.827000000,"<p>*These ICD-10-CM codes should be used in conjunction with other aftercare codes to fully identify the reason for the aftercare encounter.<br /><br /></p>"
57065,30,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br />Note: Every effort has been made to attempt to reflect the psychiatric diagnostic coding conventions of DSM-IV-TR&trade; in the psychiatric diagnoses section. Cases that fall outside DSM-IV-TR&trade; coding may be considered for coverage on a case-by-case basis.<br /><br /><strong>Psychiatric Diagnoses:</strong></p>",2025-10-30 14:18:17.493000000,""
57065,30,2,"<p><strong>Other Medical Diagnoses Not Included in DSM-IV&trade;:</strong><br /><br /></p>",2025-10-30 14:18:21.517000000,"<p>*ICD-10 F05 should be billed with F03.90</p>"
57065,30,3,"<p><strong>Medicare coverage for psychoanalytic services includes the following diagnostic codes:</strong></p>",2025-10-30 14:18:21.653000000,""
57065,30,4,"<p><strong>Hypnosis may be used for diagnostic or therapeutic purposes. Medicare will cover Hypnotherapy for the following diagnosis:</strong></p>",2025-10-30 14:18:21.763000000,""
57065,30,5,"<p><strong>Interactive techniques are covered for the interactive evaluation/treatment of children 16 years of age or younger and adults who also have one of the following condiitons:</strong></p>",2025-10-30 14:18:21.873000000,""
57067,32,1,"",2025-11-20 15:17:09.447000000,""
57068,16,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.</p>",2025-09-18 18:21:24.110000000,""
57069,24,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br /><br />ICD-10-CM Codes for <strong>Fluorescein Angiography (92235)&#160;</strong></p>",2026-01-08 13:04:36.300000000,""
57069,24,2,"<p>92235 <br /><br />Use ICD-10-CM B39.9 with the following</p>",2026-01-08 13:04:37.597000000,""
57069,24,3,"<p>ICD-10-CM Codes For <strong>Indocyanine Green Angiography (92240)</strong></p>",2026-01-08 13:04:37.607000000,""
57070,15,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM. The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.<br />Group 1: Codes</p>",2025-05-23 19:06:30.637000000,""
57071,35,1,"<p><strong>ICD-10-CM codes for fundus photography and extended ophthalmoscopy (CPT codes 92201, 92202, 92228, 92250)</strong></p>",2025-10-30 14:17:26.497000000,""
57071,35,2,"<p><strong>Additional ICD-10-CM codes for extended ophthalmoscopy (CPT codes 92201, 92202)</strong></p>",2025-10-30 14:17:29.753000000,""
57071,35,3,"<p><strong>Additional ICD-10-CM codes for fundus photography (CPT codes 92228, 92250)</strong></p>",2025-10-30 14:17:31.847000000,""
57072,17,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT codes: 90867, 90868, and 90869. </strong></p>",2023-06-29 17:20:47.950000000,""
57077,29,1,"<p>It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p>Labs are not to pre-populate requisition forms with diagnosis codes.</p>
<p>The following ICD-10-CM codes support medical necessity and provide coverage for <strong>CPT/HCPCS codes: 80305, 80306, 80307, G0480, G0481, G0482, G0483, G0659, and 0082U</strong>.</p>",2024-10-18 13:54:49.280000000,""
57079,13,1,"<p>Diagnosis codes are based on the current ICD-10-CM codes that are effective at the time of LCD publication. Any updates to ICD-10-CM codes will be reviewed by Noridian; and coverage should not be presumed until the results of such review have been published/posted.<br /><br />These are the <strong><u>only</u></strong> covered ICD-10-CM codes That support medical necessity:</p>",2025-12-22 13:27:42.257000000,"<p>Group 1: Asterisk<br />*Use G57.51, G57.52 or G57.53 for Tarsal Tunnel Syndrome with CPT 28899 (Unlisted procedure, foot or toes).<br />*Use G57.61, G57.62 or G57.63 for Morton's metatarsalgia, neuralgia, or neuroma. NOTE: ONLY CPT 64455 or 64632 may be used with these diagnosis codes.<br />*Use M72.0 for CPT codes 20527 and 26341.</p>"
57083,13,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM (e.g., to the third to seventh character). The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.</p>",2025-11-14 12:34:06.733000000,""
57084,14,1,"<p>It is the responsibility of the provider to code to the highest level specified in the ICD-10-CM (e.g., to the third to seventh character). The correct use of an ICD-10-CM code listed below does not assure coverage of a service. The service must be reasonable and necessary in the specific case and must meet the criteria specified in this determination.</p>",2023-11-16 19:34:05.093000000,""
57092,24,1,"<p>It is the provider&#8217;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br /><strong>Note: Dual diagnosis requirement</strong> <br />Coverage for hypoglossal nerve stimulation procedures on patients who meet coverage criteria set forth in&#160;LCD L38387 must include both a primary ICD-10-CM diagnosis code indicating the reason for the procedure and a secondary ICD-10-CM diagnosis code indicating the Body Mass Index (BMI) is less than 35 kg/m2 as set forth in the LCD Covered Indications. <strong>Report a primary diagnosis code from Group1 Codes and a secondary diagnosis code from Group 2 Codes below.</strong><strong><br /></strong></p>
<p><strong>Effective for dates of service on or after 01/01/2022, </strong>CPT codes 64582 and 64583 should be reported for hypoglossal nerve neurostimulation.</p>
<p><strong>Note:</strong> CPT code <strong>64584</strong> will have no diagnosis to procedure code restriction at this time.</p>
<p>&#160;</p>
<p><br /><strong>Primary Diagnosis</strong></p>",2025-10-09 13:05:38.613000000,""
57092,24,2,"<p><strong><br />Secondary Diagnoses</strong></p>",2025-10-09 13:05:38.627000000,""
57100,46,1,"",2026-01-22 14:55:35.060000000,""
57106,12,1,"<p>N/A</p>",2024-01-23 20:39:59.417000000,""
57110,17,1,"<p>N/A</p>",2024-09-17 14:04:25.467000000,""
57112,11,1,"<p>N/A</p>",2024-06-18 13:50:35.543000000,""
57113,44,1,"<p>It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />Please note not all ICD-10-CM codes apply to all CPT codes. Choose the correct procedure for the lesion being treated.<br /><br />The following CPT codes associated with the services outlined in this policy will not have diagnosis limitations applied at this time: 11200, 11201, 17106, 17107, 17108, and 17340.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT codes: 11310, 11311, 11312, 11313, 11440, 11441, 11442, 11443, 11444, and 11446.</strong></p>",2026-01-23 13:45:56.870000000,""
57113,44,2,"<p>It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT codes: 11300, 11301, 11302, 11303, 11400, 11401, 11402, 11403, 11404, and 11406.</strong></p>",2026-01-23 13:45:57.120000000,""
57113,44,3,"<p>It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT Codes: 11305, 11306, 11307, and 11308.</strong></p>",2026-01-23 13:45:57.283000000,""
57113,44,4,"<p>It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT codes: 11420, 11421, 11422, 11423, 11424, and 11426.</strong></p>",2026-01-23 13:45:57.490000000,""
57113,44,5,"<p>It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT codes: 17000, 17003, 17004, 17110, and 17111.</strong></p>",2026-01-23 13:45:57.707000000,""
57113,44,6,"<p>It is the provider's responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.<br /><br />The following ICD-10-CM codes support medical necessity and provide coverage for<strong> CPT codes: 46900, 46916, 54050, 54055, 54056, 54057, 54060, and 54065.</strong></p>",2026-01-23 13:45:57.900000000,""
